order_id,product_id,add_to_cart_order,reordered
151944,14897,16,1
3375681,16900,29,0
262057,4793,7,0
850865,21616,8,1
3108079,34297,18,0
1913690,47766,1,1
2595171,16797,8,1
1302754,16613,8,0
1979399,21938,5,1
1961420,13517,1,1
2700978,7788,9,1
750383,30696,25,0
2926214,35968,22,0
3080598,22935,8,1
1624615,11090,1,1
2926893,29328,12,1
211874,10,7,1
2918703,22825,13,1
1666030,7746,20,0
3391903,45007,5,0
2212567,12118,12,0
548346,42701,25,0
2910465,196,16,1
279690,31268,1,0
645060,165,3,1
2215605,48637,4,1
2729085,31338,16,0
1688809,33894,1,1
1218570,43295,3,1
2921782,10339,13,1
2777858,26620,4,1
478056,36999,1,0
1995970,27845,5,1
190781,37067,4,1
2903556,37524,5,1
2293702,16283,3,1
809494,41658,1,1
644385,19660,18,0
3261805,10036,7,0
2159165,30427,1,1
2041663,36717,20,0
2522856,29650,1,1
632002,15693,6,1
3107014,6999,8,1
3038594,22922,20,1
680757,48532,16,1
340962,25197,17,1
3289415,12206,5,0
1523178,47766,6,1
637308,32850,10,1
934004,11576,12,1
215007,16797,4,1
1179169,13944,4,0
788538,35866,1,1
1445540,43789,19,1
3355596,6341,10,1
3087551,1503,3,0
55903,5337,3,0
898280,45007,4,1
1776868,3792,20,1
1144370,48094,14,0
117992,34448,3,1
49254,39108,2,0
2040362,25753,2,1
2865433,21162,17,1
1619279,36127,5,1
2129251,20112,16,0
316769,24852,4,1
1464080,20034,9,0
1875000,33043,3,0
3010493,34487,1,1
940489,40268,13,0
1763125,48679,27,0
453696,11520,8,0
1937831,35032,12,1
1043557,23720,5,1
2082632,44233,13,1
158572,2360,6,1
2273307,20995,6,1
3329340,18818,3,1
1766378,18523,6,1
3084884,37646,29,1
2125958,24852,1,1
2797762,9076,5,1
3335433,42768,12,1
2185816,47526,7,0
593232,18383,20,0
1705989,28427,7,1
3205570,26604,11,0
1037187,24852,22,1
2513532,30391,6,1
2213176,30561,12,1
393099,45866,48,0
320188,24489,12,0
2745680,30962,1,1
2865252,39911,2,0
1633239,48925,19,1
548702,49235,7,1
3138459,44085,3,1
437975,24799,9,0
343121,48235,10,1
2226356,6252,12,1
3018695,17579,6,0
682453,15397,17,1
2830900,5785,3,1
2065434,39468,21,0
2301926,5315,31,0
699825,12847,1,0
676102,21131,3,1
1240372,20899,2,1
3386214,22170,6,1
3114694,36650,11,0
845030,9598,21,0
478122,47156,4,0
861567,32029,7,0
832473,24852,1,1
2994501,21553,1,1
648340,36792,8,1
1293554,42598,22,0
86427,21903,2,1
2428442,7381,7,1
580119,6873,6,1
3225456,30450,3,1
1560689,21050,2,0
26309,3957,10,1
886507,5144,6,1
542094,22699,3,1
1094838,40706,16,1
2516499,41121,1,1
310112,46692,4,0
2103682,43692,12,0
1598828,5439,19,0
2816011,14891,24,0
1816822,18523,7,1
2455042,30233,4,1
435211,23029,7,1
2535864,2961,11,1
2776059,40706,4,1
2288430,38090,2,1
116979,22963,7,1
1290944,12395,1,1
1296363,36231,1,0
1274175,13560,14,0
616358,8479,12,1
1599918,16262,10,1
1579756,13885,4,1
341969,47766,2,1
2681108,26209,8,0
2608422,24117,13,0
1283459,46257,6,0
1528694,33147,8,0
274460,44072,4,0
1250583,37065,9,1
2281065,47766,20,1
3120016,41427,79,1
1025318,28204,13,0
673009,36219,2,0
383431,15872,5,0
3033558,16797,5,1
1430989,20169,7,0
3045085,41149,6,1
1213242,21607,5,1
2473898,49235,16,0
2232498,12756,6,1
1477050,38419,9,0
2966191,10112,31,0
1891564,45123,1,1
1937286,29628,4,1
3063757,25844,1,0
2695781,8174,3,0
3337358,6689,2,0
1280033,3583,6,0
1829061,40604,1,0
819399,38291,10,0
2353515,14633,3,0
2196792,48666,1,0
147688,35224,18,0
1747855,30678,17,0
2236941,21137,13,1
1154944,46969,4,0
32264,10060,6,0
2476392,8475,1,1
776636,19678,3,1
2677107,9477,5,1
3201115,43713,1,0
94260,34126,2,1
792328,48210,7,0
1672614,43692,7,1
1489991,24852,2,1
1968437,4920,3,1
2693212,4731,1,0
3129292,44867,17,0
831234,46979,16,0
3349304,27259,2,0
495309,20682,1,1
1553295,6341,13,0
1911359,25588,1,0
1076466,7854,18,1
3015631,41950,4,0
3270351,13176,1,1
2167104,5652,22,0
1119010,8274,32,0
668365,24834,12,1
1680055,8277,5,1
1439179,27966,6,1
1461695,27845,9,0
416765,40198,9,0
1095088,30021,5,0
3200908,24799,13,0
494654,24852,2,1
1600038,39921,5,0
2648012,37687,11,0
2359388,4210,3,0
2407604,26638,7,0
2820014,28156,1,0
167574,19660,3,1
1474132,35951,2,1
1851707,15200,2,1
1978998,21150,9,0
548409,37211,5,0
534425,13085,17,0
674820,26620,7,1
820600,18537,2,1
3400187,42446,15,0
137193,4942,6,1
344958,12832,7,0
2634940,47601,5,1
1112223,30391,34,0
2554147,23410,11,0
1459861,4461,2,0
2464943,42701,6,0
443201,29117,9,1
82851,45064,13,1
2696271,11615,23,1
1070590,43070,3,1
700505,16415,2,1
1722921,44408,7,1
1216978,6104,1,1
2696270,47766,2,0
1219768,33636,4,0
1110403,9020,12,1
3364217,24952,14,1
2012430,30489,6,1
641361,44910,12,1
251324,33493,3,0
1749276,18362,9,1
1446268,47402,2,1
1611678,29993,8,1
2639813,26604,7,1
3228926,44632,1,1
3419464,2326,18,1
2968075,20957,10,1
2871516,31651,4,0
189418,16965,6,1
52932,13176,3,1
870683,9825,6,1
2540387,17872,38,0
1379984,47209,4,1
3358051,40199,1,1
3084114,21405,3,0
1439475,11512,1,0
2134900,17461,6,0
609060,37158,7,1
2124531,30776,1,1
2948597,27845,1,0
3170166,4920,11,1
122487,5876,3,1
1498838,22507,1,0
1378405,24768,12,1
644019,19659,17,0
562824,7948,51,0
1727141,45066,1,1
1151127,15902,3,1
1557819,44698,4,1
1858236,37220,15,0
456679,19660,3,1
1664193,41960,2,0
3126084,24852,1,1
1170382,24852,13,1
2103512,17600,4,1
1226977,4138,7,0
2478077,43352,2,1
2458106,37687,4,0
1644681,10749,9,1
179758,39024,12,0
642658,22035,7,1
3199546,45,3,0
3159362,27104,8,0
3234618,26497,2,1
1365269,45106,1,1
548890,47766,1,1
1967576,32592,1,0
803968,45954,7,1
1522899,19508,2,0
260463,21513,2,0
1049099,47993,10,0
1071056,45810,6,1
3240556,8188,3,1
2837003,35715,2,1
2636,9133,7,0
1041516,11182,16,1
513580,1158,15,0
1169117,46802,16,0
3330360,38689,6,1
2456571,20358,2,1
282577,44632,9,1
1035085,13440,12,0
1038167,18171,21,0
1802888,24497,2,1
2044366,20549,2,0
1775938,30391,5,1
172563,19660,6,0
3087569,21137,27,1
2836079,10798,4,1
3178118,6489,8,1
139614,9385,31,0
2885539,49235,7,0
2351174,37509,7,0
146709,28204,2,1
3266686,10032,9,0
3296157,37004,21,0
223918,44514,17,1
2399727,40279,7,0
1021893,47977,3,1
1837644,25890,9,1
1948239,15613,6,1
882413,13874,9,1
9751,19436,1,1
2316145,46147,14,0
3207383,1511,5,0
3094310,37040,8,1
3143496,20785,8,0
1150052,27521,5,1
2262067,26604,3,1
1422161,26209,6,1
3116330,432,5,1
1381219,46484,6,0
3274451,40623,8,1
3108792,8193,6,0
1004073,28204,3,1
2780409,21737,1,1
3419293,32579,4,0
2399383,7788,9,0
1567918,44632,4,0
627181,38618,6,0
1924352,4472,2,0
1284390,21757,34,1
834078,36865,10,1
2250127,36856,30,0
1755496,3651,1,1
296717,5764,5,1
3111429,37646,2,1
200364,19488,3,1
198458,17309,3,0
955153,48705,24,1
1324541,10199,4,0
3081313,16981,17,0
156905,49191,13,1
3355965,33852,5,0
2836320,33198,3,0
820604,895,19,1
2264093,44167,5,1
3093751,22993,22,1
2053825,21872,6,0
2355310,2062,7,0
3006036,25779,14,0
963856,35616,5,1
1508183,30765,2,1
2001581,31343,32,0
1490700,26369,10,1
3024939,3059,2,1
3327270,20114,16,0
348945,33984,26,0
2200124,10385,10,1
856876,13176,1,1
1667780,22825,2,1
345982,436,13,0
1987363,2309,39,0
2501919,37646,4,0
1231783,1160,2,1
1293627,13396,10,0
2778672,5876,6,1
485676,19691,6,0
2851550,13536,9,0
689770,29270,11,1
3036113,6187,6,1
1909722,9743,6,1
844836,12409,5,0
2764680,9913,5,1
1127573,43122,7,0
178972,7762,7,0
2115386,26374,11,1
1109958,31553,8,1
2658488,28204,6,1
3223588,4138,12,0
393369,17858,7,1
105661,40554,7,0
1792310,32740,1,1
3356468,44632,2,1
2204365,23405,9,1
154120,1940,1,0
1361400,21616,9,1
745924,49113,6,0
814667,32256,3,0
7762,28476,1,1
3386171,28601,19,0
2433834,47209,10,1
3230093,3211,5,1
3180260,5991,1,0
1743971,39275,19,1
730441,28628,21,1
440421,26209,5,1
1384453,28050,3,1
3313717,45664,10,1
1808546,34126,13,0
605104,47144,7,1
1178869,27939,8,1
3397063,13176,10,1
1473537,16768,3,0
93849,44142,14,0
2773845,19057,5,1
2466125,35034,25,1
2097610,24852,5,1
2550070,23150,9,0
2108360,5134,4,0
1182152,228,5,1
1009136,49683,7,1
3213409,39984,5,0
532423,14084,2,1
597828,46286,11,1
1830137,481,12,1
3142414,10132,7,1
341715,27362,5,1
1549140,32852,7,1
2990360,30898,6,1
776322,40348,4,0
2573443,25146,3,1
524344,9647,3,1
1691008,39409,4,0
1456931,32700,1,1
1372074,27741,3,1
881785,18945,3,0
1142698,19604,3,0
3411299,20063,8,1
830924,1700,4,1
1642977,33754,6,1
1354526,49235,10,1
1137804,37515,3,0
1853936,18767,6,1
790687,21616,1,0
403943,28849,10,0
1702793,28430,5,0
3333557,9124,6,1
519115,8309,5,0
2906758,11740,2,0
220598,47626,1,1
1877643,37047,7,1
3405203,29193,18,0
1643614,39581,9,1
2067648,13885,1,0
2708565,26209,13,1
396381,25340,13,0
2377306,1203,8,0
2572665,49235,21,1
1937978,36865,9,1
2988237,28572,9,0
887699,29398,15,1
2360100,2964,17,0
1555197,28439,1,1
1550968,34668,23,0
2281543,40706,6,1
451511,23803,17,1
566242,23765,9,1
1645614,13829,6,1
1938585,15404,14,0
862252,21616,1,1
3137921,11865,7,1
697604,27336,4,1
3292715,19508,6,1
2853747,36695,6,1
414628,35287,11,0
3400618,8174,10,0
3399483,30885,7,1
1779996,25890,1,0
820148,10314,12,1
1634244,42551,32,1
340221,25087,15,0
3003098,37119,29,0
2909457,31964,2,0
291057,47380,2,0
1084357,47144,1,0
301411,4451,2,1
3131717,9076,17,0
2739598,8242,20,1
2284800,16198,17,0
487454,5652,7,1
358359,34745,28,1
2596050,33041,6,1
2369722,20598,2,1
359269,27104,4,1
2185139,46149,3,0
3124404,2481,15,1
1979973,22211,24,0
2128194,4452,14,1
920341,21938,3,1
2418749,27730,10,0
2455539,39581,3,1
1339423,39721,17,1
2189505,16464,13,0
121495,45053,10,0
1891639,45544,3,1
843090,5876,14,1
2243445,23165,12,1
2278961,19508,10,0
1795418,4462,7,1
274993,17794,11,1
2316583,31883,14,1
788760,39126,18,0
2852814,12606,4,1
3257740,432,1,1
277713,18286,4,1
301916,25761,14,1
1869043,24107,6,0
2718056,19612,19,1
3299285,1529,8,1
881072,43352,9,1
1943450,44098,15,0
2325675,22032,3,0
3136872,1559,3,1
1862507,27179,21,0
1376089,22142,7,0
1307342,42980,5,0
1985284,13249,22,1
2812572,24024,4,1
1174963,31635,10,0
3094534,15720,1,0
1231968,23,8,0
76958,37257,5,0
2614489,49476,3,1
3346368,11270,13,1
1195966,19816,2,1
258688,17650,8,1
2619792,5337,9,1
2273048,44910,7,1
2311581,34358,5,1
3290248,22935,27,1
2890361,35883,7,0
2245968,33071,4,1
1558911,6638,10,0
2626199,42445,2,1
2639657,14129,4,0
161682,44799,1,1
1785381,32700,4,1
409589,4210,2,1
3119654,26201,12,1
2831565,27966,4,1
671738,35652,6,1
224438,22504,1,1
215499,32433,5,1
3162449,43643,1,1
3159202,4799,10,1
875412,15552,8,0
3368875,1063,15,1
700716,9075,3,0
1631743,46049,25,1
18290,44632,2,1
2620212,26604,3,1
3187302,38693,2,0
1024898,39040,7,1
522535,16174,1,0
1266122,45603,4,1
2722553,8571,2,1
2809080,18434,7,1
2630795,27845,9,1
2903524,2855,4,1
1750667,39812,17,0
1716781,8277,12,1
1520808,21571,8,0
1088863,31426,11,0
309383,24852,1,1
1018310,14493,11,0
1897457,29615,1,1
2779659,8277,3,0
2572727,22474,9,1
2304259,31481,4,1
1578391,5912,4,1
3084881,8467,2,1
3240045,19660,18,1
2662514,8575,11,1
2614470,26209,15,1
2481379,8866,3,0
2367338,29487,3,1
1298769,27086,18,1
1199002,25225,7,0
2516353,9076,14,1
1077753,26209,18,1
2607498,25588,8,0
1771677,16797,3,0
442011,20955,8,1
190666,11381,17,0
713210,5126,14,0
13796,27086,6,1
1468903,7533,1,1
470405,27933,4,0
1192313,37917,8,1
468786,13874,1,0
529088,13646,2,1
404588,31927,12,0
3253007,32579,5,1
562997,22035,12,1
2646779,26364,9,1
3103491,13852,15,0
3074407,3177,10,0
2538399,5876,4,1
2637326,44422,6,1
410804,21137,3,0
463689,8518,9,1
1334903,45371,11,1
1126648,16965,2,1
3212403,3638,6,0
2413512,34358,5,0
931342,47209,6,1
868381,19578,3,0
2092353,5912,8,0
148803,10182,4,0
1698099,35535,12,1
1544358,35547,11,1
372662,6508,4,0
2281270,41658,9,0
1303740,18079,4,0
1553995,48933,5,1
780134,44765,3,1
2534442,48205,1,1
2622995,28199,6,1
1662213,35168,18,0
2466649,30949,1,1
740389,39577,25,1
393708,26848,2,1
1986173,39032,6,1
2709041,16759,6,1
485175,34308,1,0
1321532,3957,2,1
580894,18523,22,0
488454,23537,21,0
902634,31651,1,1
3000052,32414,10,0
315607,4137,6,1
2595446,35851,8,1
1432352,24184,5,0
1393274,37388,5,1
2566196,4367,5,0
2162235,26604,1,1
1620822,21295,1,1
1869473,14477,1,0
1710607,38200,17,1
1899550,25949,8,1
701484,32000,9,0
1549460,42443,1,0
788205,26373,45,1
3019376,16363,15,0
246208,42701,5,0
400206,27086,7,1
438450,21709,4,0
2408701,2295,5,0
507668,1244,19,1
603549,33198,4,0
3407159,12341,5,1
2791508,6187,2,1
611944,48946,8,0
1218726,16768,1,1
26192,20119,2,1
3175560,22164,6,0
1177431,21292,1,1
3299,44359,3,0
3228795,42244,10,1
152938,27344,17,0
3302340,23102,2,1
1571951,18599,2,0
557226,19871,12,0
1821663,40261,28,0
3398638,39814,1,0
2813084,47766,6,1
541674,32577,4,1
1107987,23909,5,1
2361946,42828,1,1
341981,24097,2,1
1980033,23594,24,0
719504,12276,9,0
1183508,36695,9,1
439585,44475,7,0
3169825,9934,18,1
1926162,22935,10,1
2903547,23423,3,0
3278558,47114,1,1
895847,37388,13,0
125483,21903,5,1
2647401,27966,5,1
3349742,6998,8,0
925559,24852,4,0
734033,459,2,1
2700033,16083,15,1
52398,11390,11,1
3094228,22025,17,1
2097857,43252,6,0
2989781,42701,10,0
1225221,17122,4,0
1134178,13822,6,1
2992691,35469,13,0
449707,42500,3,1
2965999,18176,12,1
1918026,49683,9,1
1627341,33402,5,1
343309,47626,15,1
34301,30827,1,1
112173,34126,13,1
3252391,40283,6,0
1758781,27910,1,1
2962772,27966,9,0
1521075,26307,9,0
3296740,14947,17,1
1253953,47734,14,0
229296,25043,5,0
2912377,44375,13,1
2526548,32455,2,1
2121775,3957,9,1
888081,12820,25,1
3075188,36340,3,0
91049,5794,7,1
415651,37687,3,1
1584213,17304,10,0
208180,37317,5,1
285197,30391,2,1
1301655,21240,3,0
1995062,46979,5,1
2798021,43123,6,0
340191,4799,9,0
2308134,24852,2,1
1883836,29307,3,0
543606,34873,12,1
569552,47209,4,1
1753790,21938,11,1
551985,455,3,0
2210598,33651,14,1
637876,28465,9,1
2065474,5025,7,0
1874489,42768,25,0
714854,45747,12,1
3083921,8277,15,0
1821920,21137,7,1
3115685,41596,6,1
1626735,31766,1,1
426237,46802,8,0
701162,881,1,1
1322832,27336,10,0
2618475,36315,1,1
2723355,25890,1,0
3069005,12341,2,1
2171196,42577,4,1
2687987,44245,8,1
459662,27156,6,1
3164553,38768,1,1
2322155,39408,3,1
615846,48230,3,1
1408555,8033,16,1
1578177,33457,14,0
1977378,5194,5,1
3221790,25753,17,0
2456520,43183,3,1
3350471,18963,8,1
1089416,40218,1,1
3248214,38419,1,0
1218107,4605,1,1
1195739,27335,9,0
1064054,23696,5,0
377526,37728,16,0
218408,27288,1,1
438883,33279,3,1
768080,30529,17,1
1512194,48450,9,0
1884232,13176,5,1
18007,47209,8,1
1368300,7781,4,1
1797247,8424,6,1
555472,18918,14,0
464323,31557,17,0
2340076,35727,4,1
2435926,19660,1,1
3204694,46175,21,0
435308,41610,5,1
3389808,13286,7,1
2771403,11759,6,1
1870756,22298,15,0
1901347,11182,11,0
1850699,27344,17,0
2000461,41787,1,1
302898,48109,16,1
2840702,12820,32,1
2196237,4595,8,1
766746,13877,3,1
669500,36510,9,0
588499,4461,11,0
156092,15937,3,0
3125392,5450,6,0
2206288,42768,11,0
2882595,10819,14,1
2020169,44904,3,0
1573376,30850,21,1
1549142,46755,8,1
1621766,47766,3,1
2829046,35140,2,0
562754,15290,4,0
311164,13269,8,0
1688559,43352,9,1
999599,30024,2,1
1395715,47626,6,1
1059784,41970,2,0
808379,7485,1,0
864123,46049,5,0
3194076,48857,1,1
2448099,19660,3,1
1772484,25804,5,1
2929741,5491,14,0
159552,12434,12,0
171326,47209,2,1
1209889,19677,6,1
2488742,47866,13,0
64161,19638,7,0
2653109,46820,3,1
2472284,47252,9,0
2350281,7751,17,1
2857669,4605,9,0
2547615,22142,8,1
2337358,37792,4,1
2624725,39928,17,1
2546451,44925,1,0
2381388,26209,2,0
3277456,21333,8,1
327351,24852,2,1
3197926,49235,9,1
1695511,12745,27,0
434479,49235,11,0
1957905,33407,10,0
628134,38293,13,0
2578094,36086,3,0
1530299,21137,9,1
2177511,22965,8,1
1861255,22790,13,0
82533,2855,2,1
3072796,25705,17,1
2778598,22504,5,0
429529,41844,2,1
2306097,24852,2,1
3244314,37158,4,1
105545,5373,7,1
1101410,14371,3,1
2262804,39581,12,1
643527,44334,9,1
1801463,47866,3,1
220444,36011,4,1
2222354,25659,7,0
3162025,23685,6,1
2872656,21137,9,1
1330755,28647,32,0
982144,32244,23,1
892466,27007,11,1
3067559,29987,9,1
1438191,26350,14,0
2272216,22556,10,0
782649,8859,2,0
1033950,47626,4,1
1569946,45066,8,1
510578,41165,1,0
1804645,5373,4,0
3005589,25,7,0
491481,9387,6,1
444176,121,19,0
1093020,36953,3,1
333715,11331,6,1
1193095,14992,3,1
1577504,28373,7,0
3159111,11576,16,1
214996,22281,7,0
1100250,5146,4,1
468723,21709,9,1
2565225,35847,8,1
2872609,12341,4,1
1553666,27966,3,1
1677306,9092,18,0
2376051,17794,9,1
338752,5876,15,1
3368455,39190,2,0
577854,7175,11,0
1187424,44799,5,0
3001002,42828,29,1
3275205,14182,2,1
2383223,24341,9,0
515073,43875,7,0
20758,5025,9,1
1144161,9547,11,0
1219967,16615,6,1
2877767,45374,10,1
2800698,48628,7,1
390055,204,1,1
673187,47357,5,0
224721,21903,12,1
1840033,432,6,1
990366,27344,6,0
2465601,7781,13,0
3264772,42829,36,1
2021010,33153,3,1
1346410,5161,2,1
1683216,41844,6,1
886108,49296,1,1
1631163,29487,39,1
1126991,11481,1,1
1641706,14852,24,1
2734974,13435,19,1
675052,9515,16,0
455667,12087,10,0
3303719,34969,6,0
1043993,22825,9,1
2971339,4656,8,1
1054055,15860,10,1
726000,8103,6,0
742179,37357,6,0
2623825,5876,3,1
2695766,27966,4,1
2073405,32133,11,1
2809941,46069,15,0
2296266,24273,17,0
1550764,12312,2,0
2205591,14502,2,1
233060,15960,9,0
2891960,1234,3,1
3325899,44103,8,1
1456416,38371,7,0
789794,4472,20,0
3079299,12341,1,0
1926517,45296,9,1
2260384,42265,2,0
2749999,5876,4,1
891576,21513,4,0
2451076,28366,3,1
479069,33614,26,1
2557321,26604,8,0
1359493,4793,2,1
2992910,32691,5,0
1526911,30855,51,1
950897,41920,8,0
1067398,14947,13,1
2226216,30578,1,0
1105121,17652,4,1
1510306,8501,7,1
812757,28599,10,1
2113937,33465,16,1
2157574,2611,2,0
1816491,32020,4,0
1206704,26620,2,1
2786987,31618,8,1
2608947,24852,1,1
3377454,12745,1,1
2134459,27845,2,1
1693932,12157,4,0
596982,47766,8,1
637001,17993,10,0
2881364,27642,7,0
1290022,14233,29,0
1460540,44632,3,1
2425430,28957,11,0
2594848,38689,4,1
1066440,28204,7,1
2083892,23719,3,0
1511207,29740,15,0
882271,1529,5,1
2202725,42265,6,1
2638903,41787,2,0
930714,48192,5,1
45293,24852,3,1
2311784,33452,3,0
2859745,7916,1,1
1503489,40709,4,1
348115,44266,4,1
3143948,16647,1,1
2547944,43768,2,1
723081,1443,8,1
2795147,6184,1,1
2912173,10255,4,0
2271636,27845,2,1
1059774,24852,2,1
2344143,25300,5,0
685094,8075,4,0
3153585,1360,13,0
780548,42372,3,1
472020,9881,5,1
3373960,24852,9,1
1170206,24499,10,0
3083388,18439,9,1
148346,24852,1,1
1070423,28993,11,0
2382467,1545,11,1
2375617,35176,4,0
854769,13176,9,1
325598,16334,9,1
1375551,34243,3,0
1908596,5373,24,0
3250682,47866,4,0
1972801,8277,1,0
1423901,27845,1,1
211000,42719,1,0
3019510,47766,1,1
2404209,21560,11,0
1802871,27086,2,1
2915247,29925,3,1
801037,26915,5,0
1630721,25630,13,1
2444007,22963,3,1
2523580,2668,9,1
2720729,7600,3,0
3118413,2326,3,1
2381176,20327,19,1
899735,3019,9,1
2718788,3682,1,1
2607812,16797,15,0
681733,1940,15,1
147533,46575,3,0
369358,1463,5,1
977965,5194,4,1
1205055,42633,1,1
960860,2014,2,1
1408845,8670,3,1
1339103,17721,14,0
792116,25435,5,1
3278253,31717,13,1
1126523,24838,19,0
106850,21019,3,1
692404,24236,8,0
2183854,33198,4,1
759070,27323,16,1
2959223,21616,13,1
1331673,35909,8,0
3318299,47766,3,1
2767706,27966,4,1
251709,2413,1,1
1704940,6448,3,1
3130939,41844,5,0
983617,21903,2,0
1176278,48026,6,1
1628221,12916,8,1
2236211,13497,11,1
1724849,19019,2,0
2279923,26209,6,1
1252845,35629,5,0
1238907,432,2,1
2814485,17784,43,0
1699211,27885,5,0
2965047,48110,21,0
2173383,39275,5,1
6418,46676,2,1
3371628,4889,2,1
1258667,3376,3,0
2234515,37687,5,0
647016,13062,2,0
718547,17568,13,1
2482655,28985,1,1
446753,8087,2,0
2373440,21903,14,1
479167,2019,1,1
1276850,36443,9,0
2849410,35628,16,0
2728562,36164,1,1
2226577,27521,6,0
